Edad,Genero,Nivel_Educativo,Titulo_Del_Trabajo,Años_De_Experiencia,Salario
36,Otro,Doctorado,Gerente de Marketing,9,95000.0
27,Otro,Escuela Secundaria,Gerente de Marketing Digital,2,40000.0
37,Hombre,Otro,Representante de Ventas Junior,6,75000.0
46,Hombre,Titulo de Maestria,Otro,0,140000.0
28,Otro,Titulo de Licenciatura,Coordinador de Recursos Humanos Junior,3,45000.0
41,Hombre,Titulo de Maestria,Otro,13,170000.0
28,Otro,Titulo de Licenciatura,Desarrollador Web,4,65000.0
50,Mujer,Titulo de Maestria,Otro,15,150000.0
32,Mujer,Titulo de Maestria,bbb,6,115000.0
54,Otro,Escuela Secundaria,Ingeniero de Software Senior,29,158254.0
31,Hombre,Escuela Secundaria,Generalista de Recursos Humanos Junior,0,35000.0
34,Hombre,Titulo de Licenciatura,bbb,8,101000.0
45,Mujer,Maestria,Gerente de Marketing Senior,0,160000.0
24,Mujer,Otro,Desarrollador Web Junior,1,40000.0
45,Mujer,Titulo de Licenciatura,Otro,21,167015.0
33,Otro,Titulo de Maestria,Ingeniero de Proyectos Senior,10,113334.0
28,Otro,Titulo de Maestria,Ingeniero Full Stack,5,84181.0
31,Mujer,Otro,Coordinador de Eventos,5,45000.0
36,Mujer,Licenciatura,Reclutador,9,60000.0
43,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,0,152560.0
28,Mujer,Licenciatura,Otro,5,150000.0
34,Hombre,Otro,Otro,8,140000.0
36,Mujer,Licenciatura,Asociado de Ventas,7,60000.0
37,Hombre,Titulo de Licenciatura,Gerente de Producto,0,150000.0
50,Mujer,Titulo de Maestria,bbb,19,190000.0
28,Hombre,Licenciatura,Ingeniero de Software,4,160000.0
50,Mujer,Doctorado,Gerente de Ingenieros de Software,16,185000.0
40,Mujer,Doctorado,Otro,13,125000.0
46,Hombre,Titulo de Maestria,bbb,16,160000.0
33,Hombre,Otro,Desarrollador Web Junior,5,50000.0
28,Hombre,Titulo de Licenciatura,bbb,2,70000.0
33,Hombre,Doctorado,Director de Ventas,0,155000.0
29,Mujer,Licenciatura,bbb,4,140000.0
28,Hombre,Titulo de Licenciatura,Desarrollador Web,0,65000.0
27,Mujer,Titulo de Licenciatura,Ingeniero de Software,0,70000.0
36,Hombre,Titulo de Maestria,Otro,8,140000.0
33,Mujer,Maestria,Gerente de Producto,0,195000.0
31,Mujer,Escuela Secundaria,Asociado de Ventas Junior,0,25000.0
33,Mujer,Titulo de Maestria,Otro,9,121432.0
47,Otro,Doctorado,Gerente de Ingenieros de Software,21,174985.0
33,Otro,Titulo de Licenciatura,Gerente de Recursos Humanos,6,75000.0
31,Hombre,Titulo de Licenciatura,Desarrollador Back End,8,100052.0
28,Mujer,Titulo de Licenciatura,bbb,3,65000.0
27,Otro,Licenciatura,Ingeniero de Software,0,160000.0
25,Otro,Escuela Secundaria,Ejecutivo de Ventas,1,35000.0
29,Hombre,Titulo de Licenciatura,bbb,4,80000.0
28,Mujer,Titulo de Maestria,Coordinador de Recursos Humanos,0,45000.0
43,Hombre,Titulo de Licenciatura,Ingeniero Full Stack,0,152726.0
23,Mujer,Titulo de Licenciatura,Otro,1,32000.0
34,Hombre,Otro,Analista de Datos,8,100000.0
27,Mujer,Maestria,Cientifico Investigador Junior,1,50000.0
30,Mujer,Titulo de Licenciatura,Ingeniero de Software Senior,5,100151.0
32,Otro,Titulo de Licenciatura,Gerente de Producto,7,110000.0
32,Hombre,Escuela Secundaria,Asociado de Ventas,0,50000.0
24,Mujer,Escuela Secundaria,Coordinador de Recursos Humanos Junior,1,32000.0
45,Mujer,Doctorado,Otro,15,150000.0
48,Hombre,Otro,Otro,18,210000.0
36,Mujer,Doctorado,bbb,12,170000.0
31,Hombre,Otro,Ingeniero de Proyectos Senior,7,135000.0
42,Mujer,Titulo de Maestria,Otro,14,163978.0
32,Mujer,Titulo de Maestria,bbb,7,100000.0
32,Hombre,Licenciatura,bbb,7,170000.0
30,Hombre,Titulo de Maestria,Otro,0,120000.0
29,Mujer,Titulo de Licenciatura,bbb,4,55000.0
42,Hombre,Doctorado,Otro,16,140000.0
31,Hombre,Titulo de Licenciatura,bbb,9,140000.0
34,Otro,Doctorado,Director de Investigacion,11,160000.0
29,Hombre,Titulo de Licenciatura,bbb,5,80000.0
42,Hombre,Titulo de Maestria,Desarrollador Web,0,110000.0
25,Hombre,Titulo de Licenciatura,bbb,1,60000.0
35,Hombre,Otro,Desarrollador Back End,8,140000.0
47,Hombre,Doctorado,Otro,0,190000.0
52,Hombre,Doctorado,Gerente de Ingenieros de Software,18,200000.0
45,Hombre,Licenciatura,Grente de Operaciones de Ventas,18,110000.0
41,Hombre,Titulo de Licenciatura,Gerente Financiero,0,120000.0
39,Mujer,Otro,Ingeniero de Software Senior,11,160000.0
37,Hombre,Otro,Gerente de Operaciones,10,113000.0
28,Mujer,Titulo de Licenciatura,Analista de Marketing,0,65000.0
51,Mujer,Otro,Ingeniero de Proyectos Senior,25,177913.0
45,Hombre,Doctorado,Otro,14,140000.0
33,Mujer,Titulo de Licenciatura,Otro,6,115000.0
29,Mujer,Escuela Secundaria,Representante de Ventas,0,40000.0
45,Otro,Titulo de Maestria,Ingeniero de Software Senior,23,174336.0
32,Mujer,Otro,Desarrollador de Software,8,95000.0
48,Hombre,Maestria,bbb,21,180000.0
36,Mujer,Titulo de Maestria,bbb,13,144647.0
29,Mujer,Otro,Desarrollador Back End,3,90000.0
51,Otro,Titulo de Maestria,Gerente de Marketing de Contenidos,19,190000.0
34,Mujer,Titulo de Maestria,Cientifico de Datos,9,140000.0
46,Otro,Maestria,Gerente de Proyectos Senior,19,140000.0
42,Hombre,Titulo de Maestria,Ingeniero Full Stack,19,176643.0
31,Mujer,Licenciatura,Coordinador de Recursos Humanos Junior,0,50000.0
25,Mujer,Titulo de Licenciatura,Desarrollador Front End,0,55000.0
43,Hombre,Doctorado,Ingeniero Senior,17,140000.0
41,Mujer,Titulo de Maestria,Coordinador de Marketing,0,131000.0
33,Otro,Titulo de Maestria,Desarrollador Front End,10,119419.0
41,Hombre,Doctorado,Ingeniero de Proyectos Senior,12,165000.0
31,Mujer,Titulo de Maestria,Ingeniero Full Stack,6,101186.0
28,Mujer,Titulo de Licenciatura,Representante de Ventas,0,40000.0
54,Otro,Titulo de Licenciatura,Ingeniero de Proyectos Senior,28,192292.0
28,Mujer,Titulo de Licenciatura,Otro,2,65000.0
26,Otro,Titulo de Licenciatura,Desarrollador de Software Junior,1,35000.0
